strain,name,accession_number,common_name,product,b_number,cog_letter,cog_class,cog_desc
REL606,gmhA,ECB_00217,gmhA,GCQD-402-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Phosphoheptose isomerase
MG1655,yaeD,ECK0200,gmhB,"D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose-1,7-bisphosphate 7-phosphatase",b0200,E,Amino acid transport and metabolism,"Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily"
MG1655,gmhB,ECK0200,gmhB,"D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose-1,7-bisphosphate 7-phosphatase",b0200,E,Amino acid transport and metabolism,"Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily"
REL606,yaeD,ECB_00199,gmhB,GCQD-377-MONOMER,Not Assigned,E,Amino acid transport and metabolism,"Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily"
REL606,gmhB,ECB_00199,gmhB,GCQD-377-MONOMER,Not Assigned,E,Amino acid transport and metabolism,"Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily"
MG1655,spoR,ECK3638,gmk,guanylate kinase,b3648,F,Nucleotide transport and metabolism,Guanylate kinase
MG1655,gmk,ECK3638,gmk,guanylate kinase,b3648,F,Nucleotide transport and metabolism,Guanylate kinase
REL606,spoR,ECB_03505,gmk,GCQD-3739-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Guanylate kinase
REL606,gmk,ECB_03505,gmk,GCQD-3739-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,Guanylate kinase
MG1655,nudD,ECK2045,gmm,GDP-mannose mannosyl hydrolase,b2051,F,Nucleotide transport and metabolism,"ADP-ribose pyrophosphatase YjhB, NUDIX family"
MG1655,wcaH,ECK2045,gmm,GDP-mannose mannosyl hydrolase,b2051,F,Nucleotide transport and metabolism,"ADP-ribose pyrophosphatase YjhB, NUDIX family"
MG1655,yefC,ECK2045,gmm,GDP-mannose mannosyl hydrolase,b2051,F,Nucleotide transport and metabolism,"ADP-ribose pyrophosphatase YjhB, NUDIX family"
MG1655,gmm,ECK2045,gmm,GDP-mannose mannosyl hydrolase,b2051,F,Nucleotide transport and metabolism,"ADP-ribose pyrophosphatase YjhB, NUDIX family"
REL606,nudD,ECB_01957,gmm,GCQD-2165-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,"ADP-ribose pyrophosphatase YjhB, NUDIX family"
REL606,wcaH,ECB_01957,gmm,GCQD-2165-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,"ADP-ribose pyrophosphatase YjhB, NUDIX family"
REL606,yefC,ECB_01957,gmm,GCQD-2165-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,"ADP-ribose pyrophosphatase YjhB, NUDIX family"
REL606,gmm,ECB_01957,gmm,GCQD-2165-MONOMER,Not Assigned,F,Nucleotide transport and metabolism,"ADP-ribose pyrophosphatase YjhB, NUDIX family"
MG1655,gnd,ECK2024,gnd,"6-phosphogluconate dehydrogenase, decarboxylating",b2029,G,Carbohydrate transport and metabolism,6-phosphogluconate dehydrogenase
MG1655,gnd,ECK2024,gnd,"6-phosphogluconate dehydrogenase, decarboxylating",b2029,G,Carbohydrate transport and metabolism,6-phosphogluconate dehydrogenase
REL606,GCQD-2139,ECB_01931,gnd,GCQD-2139-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,6-phosphogluconate dehydrogenase
REL606,gnd,ECB_01931,gnd,GCQD-2139-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,6-phosphogluconate dehydrogenase
MG1655,gndA,,gndA,heat shock-induced protein GndA,,Not Assigned,Not Assigned,Not Assigned
MG1655,gndA,,gndA,heat shock-induced protein GndA,,Not Assigned,Not Assigned,Not Assigned
MG1655,yccL,ECK0982,gnsA,putative phosphatidylethanolamine synthesis regulator GnsA,b4517,Not Assigned,Not Assigned,Not Assigned
MG1655,sfa,ECK0982,gnsA,putative phosphatidylethanolamine synthesis regulator GnsA,b4517,Not Assigned,Not Assigned,Not Assigned
MG1655,gnsA,ECK0982,gnsA,putative phosphatidylethanolamine synthesis regulator GnsA,b4517,Not Assigned,Not Assigned,Not Assigned
REL606,yccL,ECB_00994,gnsA,GCQD-1194-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,sfa,ECB_00994,gnsA,GCQD-1194-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,gnsA,ECB_00994,gnsA,GCQD-1194-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ydfY,ECK1544,gnsB,Qin prophage; protein GnsB,b1550,Not Assigned,Not Assigned,Not Assigned
MG1655,gnsB,ECK1544,gnsB,Qin prophage; protein GnsB,b1550,Not Assigned,Not Assigned,Not Assigned
REL606,ydfY,ECB_01514,gnsB,GCQD-1712-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,gnsB,ECB_01514,gnsB,GCQD-1712-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,gntK,ECK3422,gntK,"D-gluconate kinase, thermostable",b3437,G,Carbohydrate transport and metabolism,Gluconate kinase
MG1655,gntK,ECK3422,gntK,"D-gluconate kinase, thermostable",b3437,G,Carbohydrate transport and metabolism,Gluconate kinase
REL606,GCQD-3522,ECB_03288,gntK,GCQD-3522-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Gluconate kinase
REL606,gntK,ECB_03288,gntK,GCQD-3522-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Gluconate kinase
MG1655,yjiB,ECK4312,gntP,fructuronate transporter,b4321,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,gntP,ECK4312,gntP,fructuronate transporter,b4321,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,yjiB,ECB_04190,gntP,GCQD-4452-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,gntP,ECB_04190,gntP,GCQD-4452-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,gntR,ECK3423,gntR,DNA-binding transcriptional repressor GntR,b3438,K,Transcription,"DNA-binding transcriptional regulator, LacI/PurR family"
MG1655,gntR,ECK3423,gntR,DNA-binding transcriptional repressor GntR,b3438,K,Transcription,"DNA-binding transcriptional regulator, LacI/PurR family"
REL606,GCQD-3523,ECB_03289,gntR,GCQD-3523-MONOMER,Not Assigned,K,Transcription,"DNA-binding transcriptional regulator, LacI/PurR family"
REL606,gntR,ECB_03289,gntR,GCQD-3523-MONOMER,Not Assigned,K,Transcription,"DNA-binding transcriptional regulator, LacI/PurR family"
MG1655,gntTalpha,ECK3402,gntT,high-affinity gluconate transporter,b3415,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,yhgC,ECK3402,gntT,high-affinity gluconate transporter,b3415,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,gntM,ECK3402,gntT,high-affinity gluconate transporter,b3415,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,usgA,ECK3402,gntT,high-affinity gluconate transporter,b3415,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,gntT,ECK3402,gntT,high-affinity gluconate transporter,b3415,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,gntTalpha,ECB_03267,gntT,GCQD-3501-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,yhgC,ECB_03267,gntT,GCQD-3501-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,gntM,ECB_03267,gntT,GCQD-3501-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,usgA,ECB_03267,gntT,GCQD-3501-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,gntT,ECB_03267,gntT,GCQD-3501-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,b3435,ECK3421,gntU,low-affinity gluconate transporter,b4476,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,b3436,ECK3421,gntU,low-affinity gluconate transporter,b4476,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,gntU,ECK3421,gntU,low-affinity gluconate transporter,b4476,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,b3435,ECB_03287,gntU,GCQD-3521-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,b3436,ECB_03287,gntU,GCQD-3521-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
REL606,gntU,ECB_03287,gntU,GCQD-3521-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"H+/gluconate symporter GntT or related permease, GntP/DsdX family"
MG1655,gorA,ECK3485,gor,glutathione reductase (NADPH),b3500,C,Energy production and conversion,Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase
MG1655,gor,ECK3485,gor,glutathione reductase (NADPH),b3500,C,Energy production and conversion,Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase
REL606,gorA,ECB_03349,gor,GCQD-3583-MONOMER,Not Assigned,C,Energy production and conversion,Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase
REL606,gor,ECB_03349,gor,GCQD-3583-MONOMER,Not Assigned,C,Energy production and conversion,Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase
MG1655,yhfE,ECK3372,gph,phosphoglycolate phosphatase,b3385,C,Energy production and conversion,"Phosphoglycolate phosphatase, HAD superfamily"
MG1655,gph,ECK3372,gph,phosphoglycolate phosphatase,b3385,C,Energy production and conversion,"Phosphoglycolate phosphatase, HAD superfamily"
REL606,yhfE,ECB_03237,gph,GCQD-3471-MONOMER,Not Assigned,C,Energy production and conversion,"Phosphoglycolate phosphatase, HAD superfamily"
REL606,gph,ECB_03237,gph,GCQD-3471-MONOMER,Not Assigned,C,Energy production and conversion,"Phosphoglycolate phosphatase, HAD superfamily"
MG1655,gpm,ECK0744,gpmA,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",b0755,G,Carbohydrate transport and metabolism,Phosphoglycerate mutase (BPG-dependent)
MG1655,gpmA,ECK0744,gpmA,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",b0755,G,Carbohydrate transport and metabolism,Phosphoglycerate mutase (BPG-dependent)
REL606,gpm,ECB_00708,gpmA,GCQD-906-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Phosphoglycerate mutase (BPG-dependent)
REL606,gpmA,ECB_00708,gpmA,GCQD-906-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Phosphoglycerate mutase (BPG-dependent)
MG1655,gpmC,ECK3602,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",b3612,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
MG1655,pgmI,ECK3602,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",b3612,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
MG1655,gpmI,ECK3602,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",b3612,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
MG1655,yibO,ECK3602,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",b3612,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
MG1655,gpmM,ECK3602,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase",b3612,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
REL606,gpmC,ECB_03470,gpmM,GCQD-3705-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
REL606,pgmI,ECB_03470,gpmM,GCQD-3705-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
REL606,gpmI,ECB_03470,gpmM,GCQD-3705-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
REL606,yibO,ECB_03470,gpmM,GCQD-3705-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
REL606,gpmM,ECB_03470,gpmM,GCQD-3705-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"Phosphoglycerate mutase (BPG-independent), AlkP superfamily"
MG1655,gppA,ECK3771,gpp,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",b3779,T,Signal transduction mechanisms,Exopolyphosphatase/pppGpp-phosphohydrolase
MG1655,gpp,ECK3771,gpp,"guanosine-5'-triphosphate,3'-diphosphate phosphatase",b3779,T,Signal transduction mechanisms,Exopolyphosphatase/pppGpp-phosphohydrolase
REL606,gppA,ECB_03657,gpp,GCQD-3897-MONOMER,Not Assigned,T,Signal transduction mechanisms,Exopolyphosphatase/pppGpp-phosphohydrolase
REL606,gpp,ECB_03657,gpp,GCQD-3897-MONOMER,Not Assigned,T,Signal transduction mechanisms,Exopolyphosphatase/pppGpp-phosphohydrolase
MG1655,mgrA,ECK2995,gpr,L-glyceraldehyde 3-phosphate reductase,b3001,H,Coenzyme transport and metabolism,"Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family"
MG1655,yghZ,ECK2995,gpr,L-glyceraldehyde 3-phosphate reductase,b3001,H,Coenzyme transport and metabolism,"Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family"
MG1655,gpr,ECK2995,gpr,L-glyceraldehyde 3-phosphate reductase,b3001,H,Coenzyme transport and metabolism,"Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family"
REL606,mgrA,ECB_02876,gpr,GCQD-3101-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,"Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family"
REL606,yghZ,ECB_02876,gpr,GCQD-3101-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,"Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family"
REL606,gpr,ECB_02876,gpr,GCQD-3101-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,"Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family"
MG1655,gpsA,ECK3598,gpsA,glycerol-3-phosphate dehydrogenase,b3608,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
MG1655,gpsA,ECK3598,gpsA,glycerol-3-phosphate dehydrogenase,b3608,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
REL606,GCQD-3701,ECB_03466,gpsA,GCQD-3701-MONOMER,Not Assigned,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
REL606,gpsA,ECB_03466,gpsA,GCQD-3701-MONOMER,Not Assigned,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
MG1655,glyD,ECK0239,gpt,xanthine-guanine phsophoribosyltransferase,b0238,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
MG1655,gpp,ECK0239,gpt,xanthine-guanine phsophoribosyltransferase,b0238,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
MG1655,gxu,ECK0239,gpt,xanthine-guanine phsophoribosyltransferase,b0238,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
MG1655,gpt,ECK0239,gpt,xanthine-guanine phsophoribosyltransferase,b0238,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
REL606,glyD,ECB_00233,gpt,GCQD-418-MONOMER,Not Assigned,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
REL606,gpp,ECB_00233,gpt,GCQD-418-MONOMER,Not Assigned,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
REL606,gxu,ECB_00233,gpt,GCQD-418-MONOMER,Not Assigned,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
REL606,gpt,ECB_00233,gpt,GCQD-418-MONOMER,Not Assigned,C,Energy production and conversion,Glycerol-3-phosphate dehydrogenase
MG1655,yfiD,ECK2577,grcA,stress-induced alternate pyruvate formate-lyase subunit,b2579,H,Coenzyme transport and metabolism,Autonomous glycyl radical cofactor GrcA
MG1655,grcA,ECK2577,grcA,stress-induced alternate pyruvate formate-lyase subunit,b2579,H,Coenzyme transport and metabolism,Autonomous glycyl radical cofactor GrcA
REL606,yfiD,ECB_02473,grcA,GCQD-2686-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,Autonomous glycyl radical cofactor GrcA
REL606,grcA,ECB_02473,grcA,GCQD-2686-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,Autonomous glycyl radical cofactor GrcA
MG1655,greA,ECK3170,greA,transcription elongation factor GreA,b3181,K,Transcription,"Transcription elongation factor, GreA/GreB family"
MG1655,greA,ECK3170,greA,transcription elongation factor GreA,b3181,K,Transcription,"Transcription elongation factor, GreA/GreB family"
REL606,GCQD-3274,ECB_03046,greA,GCQD-3274-MONOMER,Not Assigned,K,Transcription,"Transcription elongation factor, GreA/GreB family"
REL606,greA,ECB_03046,greA,GCQD-3274-MONOMER,Not Assigned,K,Transcription,"Transcription elongation factor, GreA/GreB family"
MG1655,greB,ECK3393,greB,transcription elongation factor GreB,b3406,K,Transcription,"Transcription elongation factor, GreA/GreB family"
MG1655,greB,ECK3393,greB,transcription elongation factor GreB,b3406,K,Transcription,"Transcription elongation factor, GreA/GreB family"
REL606,GCQD-3492,ECB_03258,greB,GCQD-3492-MONOMER,Not Assigned,K,Transcription,"Transcription elongation factor, GreA/GreB family"
REL606,greB,ECB_03258,greB,GCQD-3492-MONOMER,Not Assigned,K,Transcription,"Transcription elongation factor, GreA/GreB family"
MG1655,groEL,ECK4137,groL,chaperonin GroEL,b4143,O,"Posttranslational modification, protein turnover, chaperones",Chaperonin GroEL (HSP60 family)
MG1655,mopA,ECK4137,groL,chaperonin GroEL,b4143,O,"Posttranslational modification, protein turnover, chaperones",Chaperonin GroEL (HSP60 family)
MG1655,groL,ECK4137,groL,chaperonin GroEL,b4143,O,"Posttranslational modification, protein turnover, chaperones",Chaperonin GroEL (HSP60 family)
REL606,groEL,ECB_04013,groL,GCQD-4275-MONOMER,Not Assigned,O,"Posttranslational modification, protein turnover, chaperones",Chaperonin GroEL (HSP60 family)
REL606,mopA,ECB_04013,groL,GCQD-4275-MONOMER,Not Assigned,O,"Posttranslational modification, protein turnover, chaperones",Chaperonin GroEL (HSP60 family)
REL606,groL,ECB_04013,groL,GCQD-4275-MONOMER,Not Assigned,O,"Posttranslational modification, protein turnover, chaperones",Chaperonin GroEL (HSP60 family)
MG1655,groES,ECK4136,groS,cochaperonin GroES,b4142,O,"Posttranslational modification, protein turnover, chaperones",Co-chaperonin GroES (HSP10)
MG1655,mopB,ECK4136,groS,cochaperonin GroES,b4142,O,"Posttranslational modification, protein turnover, chaperones",Co-chaperonin GroES (HSP10)
MG1655,groS,ECK4136,groS,cochaperonin GroES,b4142,O,"Posttranslational modification, protein turnover, chaperones",Co-chaperonin GroES (HSP10)
REL606,groES,ECB_04012,groS,GCQD-4274-MONOMER,Not Assigned,O,"Posttranslational modification, protein turnover, chaperones",Co-chaperonin GroES (HSP10)
REL606,mopB,ECB_04012,groS,GCQD-4274-MONOMER,Not Assigned,O,"Posttranslational modification, protein turnover, chaperones",Co-chaperonin GroES (HSP10)
REL606,groS,ECB_04012,groS,GCQD-4274-MONOMER,Not Assigned,O,"Posttranslational modification, protein turnover, chaperones",Co-chaperonin GroES (HSP10)
MG1655,grpE,ECK2610,grpE,nucleotide exchange factor GrpE,b2614,O,"Posttranslational modification, protein turnover, chaperones",Molecular chaperone GrpE (heat shock protein HSP-70)
